Date,Open,High,Low,Close,Adj Close,Volume,EMA_12,EMA_26,MACD,Signal_Line,20_MA,20_STD,Upper_Band,Lower_Band,RSI,Price,Signal,Entry_Price,Exit_Price,%Profit_Loss
04-02-13,6025.200195,6038.5,5981.25,5987.25,5987.25,141700,6029.684597,6024.159782,5.524815606,12.18872014,6027.984961,38.77148089,6105.527923,5950.441999,40.48561679,,No Trade,,,
05-02-13,5948.200195,5970.350098,5946.899902,5956.899902,5956.899902,136200,6018.486952,6019.177568,-0.690616482,9.612852819,6025.744946,41.56362923,6108.872205,5942.617688,43.39062635,,No Trade,,,
06-02-13,5988.049805,5990.899902,5953.149902,5959.200195,5959.200195,157800,6009.365912,6014.7348,-5.368887579,6.61650474,6025.129956,42.48919098,6110.108338,5940.151574,36.88520391,,No Trade,,,
07-02-13,5936.450195,5978.5,5927.600098,5938.799805,5938.799805,157600,5998.509588,6009.109986,-10.60039738,3.173124317,6023.637451,45.02609933,6113.68965,5933.585253,29.08057624,,No Trade,,,
08-02-13,5929.100098,5953.700195,5883.649902,5903.5,5903.5,192600,5983.892728,6001.287024,-17.3942952,-0.940359587,6021.247461,50.05558689,6121.358635,5921.136287,21.85138152,5903.5,No Trade,5903.5,,
11-02-13,5920.049805,5924.149902,5879.100098,5897.850098,5897.850098,122000,5970.655401,5993.625029,-22.96962849,-5.346213368,6014.937476,57.13714417,6129.211764,5900.663187,23.9764977,5897.850098,No Trade,5903.5,5897.850098,
12-02-13,5894.350098,5927.649902,5886.450195,5922.5,5922.5,142800,5963.246877,5988.356508,-25.10963099,-9.298896892,6008.232471,59.79710548,6127.826682,5888.63826,28.62473432,,No Trade,,,
13-02-13,5943.149902,5969.5,5922.950195,5932.950195,5932.950195,142600,5958.585849,5984.252337,-25.66648767,-12.57241505,6004.787476,62.12360731,6129.03469,5880.540261,34.7780456,,No Trade,,,
14-02-13,5933.200195,5940.200195,5884.549805,5896.950195,5896.950195,143800,5949.103441,5977.785512,-28.68207068,-15.79434617,5997.674976,65.99856447,6129.672105,5865.677847,16.40843497,,No Trade,,,
15-02-13,5869.950195,5899.950195,5853.899902,5887.399902,5887.399902,125100,5939.610589,5971.090281,-31.47969246,-18.93141543,5988.824976,68.4037263,6125.632428,5852.017523,15.79056207,,No Trade,,,
18-02-13,5888.649902,5911,5878.450195,5898.200195,5898.200195,114300,5933.239759,5965.691016,-32.45125662,-21.63538367,5979.619995,67.54452702,6114.709049,5844.530941,20.80466402,,No Trade,,,
19-02-13,5900.200195,5947.549805,5883.149902,5939.700195,5939.700195,101000,5934.233672,5963.76577,-29.53209741,-23.21472642,5974.180005,66.0702437,6106.320492,5842.039517,30.36057804,,No Trade,,,
20-02-13,5966.299805,5971,5937.549805,5943.049805,5943.049805,135400,5935.59,5962.231254,-26.64125343,-23.90003182,5968.617505,63.60707668,6095.831658,5841.403352,33.49533164,,No Trade,,,
21-02-13,5909.649902,5921.149902,5844.399902,5852.25,5852.25,159400,5922.768462,5954.084494,-31.31603242,-25.38323194,5960.2625,67.45088738,6095.164275,5825.360725,27.9639839,,No Trade,,,
22-02-13,5837.950195,5873.799805,5835.799805,5850.299805,5850.299805,157000,5911.619438,5946.39674,-34.77730182,-27.26204591,5949.044995,66.06754525,6081.180086,5816.909905,28.80361181,,No Trade,,,
25-02-13,5870.549805,5878.399902,5825,5854.75,5854.75,125100,5902.870293,5939.608092,-36.73779871,-29.15719647,5938.042505,62.23455984,6062.511625,5813.573385,32.81177853,,No Trade,,,
26-02-13,5838.299805,5838.850098,5748.600098,5761.350098,5761.350098,157400,5881.097956,5926.403796,-45.30584064,-32.38692531,5923.615015,68.10778928,6059.830593,5787.399436,24.52030279,5761.350098,No Trade,5761.350098,,
27-02-13,5784.899902,5818.200195,5749.700195,5796.899902,5796.899902,175200,5868.144409,5916.810915,-48.66650627,-35.6428415,5910.67251,66.24581215,6043.164134,5778.180885,32.41200586,,No Trade,,,
28-02-13,5834.350098,5849.899902,5671.899902,5693.049805,5693.049805,334900,5841.206778,5900.236018,-59.02924062,-40.32012132,5893.5875,75.91827737,6045.424055,5741.750945,27.70419449,5693.049805,No Trade,5761.350098,5693.049805,
01-03-13,5702.450195,5739.450195,5679.899902,5719.700195,5719.700195,174500,5822.513457,5886.862994,-64.34953705,-45.12600447,5879.627515,81.03169645,6041.690908,5717.564122,31.93025101,,No Trade,,,
04-03-13,5704.700195,5712,5663.600098,5698.5,5698.5,144900,5803.434464,5872.91018,-69.47571608,-49.99594679,5865.190015,86.39332633,6037.976667,5692.403362,27.11955535,,No Trade,,,
05-03-13,5722.450195,5790.100098,5722.399902,5784.25,5784.25,154400,5800.483008,5866.342759,-65.85975132,-53.1687077,5856.55752,85.36685936,6027.291238,5685.823801,36.83604908,,No Trade,,,
06-03-13,5816.399902,5828.700195,5795.049805,5818.600098,5818.600098,156900,5803.270252,5862.806266,-59.53601328,-54.44216881,5849.527515,82.19980167,6013.927118,5685.127911,43.04359626,,No Trade,,,
07-03-13,5801.299805,5878,5801.299805,5863.299805,5863.299805,134700,5812.505568,5862.842824,-50.33725599,-53.62118625,5845.752515,79.57600213,6004.904519,5686.60051,47.98595305,,No Trade,,,
08-03-13,5883.649902,5952.850098,5883,5945.700195,5945.700195,150800,5832.997049,5868.980407,-35.98335794,-50.09362059,5847.862524,81.71844673,6011.299418,5684.425631,53.5453032,,No Trade,,,
11-03-13,5946.100098,5971.200195,5930.350098,5942.350098,5942.350098,125400,5849.820595,5874.415199,-24.59460392,-44.99381726,5850.087524,83.73212855,6017.551782,5682.623267,50.20972697,,No Trade,,,
12-03-13,5944.600098,5952,5893.649902,5914.100098,5914.100098,115900,5859.709749,5877.354821,-17.64507181,-39.52406817,5849.667529,83.37007941,6016.407688,5682.92737,47.79565459,,No Trade,,,
13-03-13,5884.799805,5893.850098,5842.25,5851.200195,5851.200195,116700,5858.400587,5875.417442,-17.01685428,-35.02262539,5845.580029,81.04353157,6007.667092,5683.492966,49.91651666,,No Trade,,,
14-03-13,5845.950195,5920.149902,5791.75,5908.950195,5908.950195,149000,5866.17745,5877.901349,-11.72389918,-30.36288015,5846.180029,81.48707038,6009.15417,5683.205889,54.28385974,,No Trade,,,
15-03-13,5914.899902,5945.649902,5861,5872.600098,5872.600098,152200,5867.16555,5877.508664,-10.34311425,-26.35892697,5845.440039,81.15958954,6007.759218,5683.12086,51.24573108,,No Trade,,,
18-03-13,5816.75,5850.200195,5814.350098,5835.25,5835.25,102700,5862.255465,5874.378392,-12.12292741,-23.51172706,5842.292529,80.22099967,6002.734529,5681.85053,55.59507904,,No Trade,,,
19-03-13,5859.5,5863.600098,5724.299805,5745.950195,5745.950195,182300,5844.362347,5864.865193,-20.50284604,-22.90995085,5832.605029,79.53463521,5991.6743,5673.535759,46.43284714,,No Trade,,,
20-03-13,5740.549805,5745.299805,5682.299805,5694.399902,5694.399902,187600,5821.291201,5852.238134,-30.94693278,-24.51734724,5820.172534,80.78583636,5981.744207,5658.600861,50.10199407,,No Trade,,,
21-03-13,5705.899902,5757.75,5647.950195,5658.75,5658.75,179200,5796.284863,5837.90568,-41.62081707,-27.9380412,5810.497534,88.00623004,5986.509994,5634.485074,45.45724513,,No Trade,,,
22-03-13,5659.799805,5691.450195,5631.799805,5651.350098,5651.350098,165300,5773.987207,5824.086748,-50.09954122,-32.37034121,5800.550049,94.28999794,5989.130045,5611.970053,46.41200203,,No Trade,,,
25-03-13,5707.299805,5718.399902,5624.399902,5633.850098,5633.850098,150400,5752.427651,5809.995144,-57.56749272,-37.40977151,5789.505054,100.3501426,5990.205339,5588.804769,37.22827552,,No Trade,,,
26-03-13,5613.75,5655.299805,5612.049805,5641.600098,5641.600098,126500,5735.377258,5797.521437,-62.14417846,-42.3566529,5783.517554,105.5559324,5994.629419,5572.405689,34.25827655,,No Trade,,,
28-03-13,5647.75,5692.950195,5604.850098,5682.549805,5682.549805,209700,5727.249958,5789.00502,-61.75506183,-46.23633469,5777.800049,107.8645945,5993.529238,5562.07086,33.81682006,,No Trade,,,
01-04-13,5697.350098,5720.950195,5675.899902,5704.399902,5704.399902,97800,5723.734565,5782.737974,-59.00340926,-48.7897496,5778.367554,107.4241913,5993.215936,5563.519171,25.76819238,,No Trade,,,
02-04-13,5701.700195,5754.600098,5687.149902,5748.100098,5748.100098,106400,5727.483108,5780.172205,-52.68909712,-49.56961911,5779.787549,106.7937296,5993.375008,5566.20009,31.95541105,,No Trade,,,
03-04-13,5740.200195,5744.950195,5650.100098,5672.899902,5672.899902,140700,5719.085692,5772.226109,-53.14041689,-50.28377866,5778.507544,107.9662833,5994.44011,5562.574977,29.39165116,,No Trade,,,
04-04-13,5640.649902,5644.450195,5565.649902,5574.75,5574.75,134600,5696.880201,5757.598249,-60.71804805,-52.37063254,5768.032544,117.1520147,6002.336573,5533.728514,27.72180609,,No Trade,,,
05-04-13,5568.100098,5577.299805,5534.700195,5553.25,5553.25,137500,5674.783247,5742.461342,-67.6780947,-55.43212497,5754.765039,125.8280419,6006.421123,5503.108955,19.55665214,,No Trade,,,
08-04-13,5550.5,5569.200195,5537.049805,5542.950195,5542.950195,97000,5654.501239,5727.682738,-73.18149921,-58.98199982,5738.747559,131.5446223,6001.836803,5475.658314,20.46941145,,No Trade,,,
09-04-13,5568.75,5603.049805,5487,5495.100098,5495.100098,138200,5629.977986,5710.454394,-80.47640797,-63.28088145,5716.217554,132.8153516,5981.848257,5450.586851,20.0914481,,No Trade,,,
10-04-13,5536.25,5569.25,5477.200195,5558.700195,5558.700195,128600,5619.012172,5699.213343,-80.20117021,-66.6649392,5697.035059,125.9646698,5948.964398,5445.105719,32.75624527,,No Trade,,,
11-04-13,5601.649902,5610.649902,5542.850098,5594,5594,146800,5615.164146,5691.419762,-76.2556158,-68.58307452,5681.030054,116.945928,5914.92191,5447.138198,40.46896163,,No Trade,,,
12-04-13,5520.700195,5544.5,5494.899902,5528.549805,5528.549805,127300,5601.838863,5679.35532,-77.51645781,-70.36975118,5664.897534,114.4639306,5893.825395,5435.969673,38.30186924,,No Trade,,,
15-04-13,5508.5,5592.850098,5500.299805,5568.399902,5568.399902,142900,5596.694407,5671.136401,-74.44199338,-71.18419962,5647.87002,100.757448,5849.384916,5446.355123,42.95779202,,No Trade,,,
16-04-13,5562.450195,5699.25,5555.850098,5688.950195,5688.950195,142700,5610.887605,5672.455941,-61.56833556,-69.26102681,5638.687524,86.56813924,5811.823803,5465.551246,53.98121812,,No Trade,,,
17-04-13,5708.649902,5732.149902,5669,5688.700195,5688.700195,154600,5622.858773,5673.659219,-50.80044598,-65.56891064,5631.360034,74.40197723,5780.163989,5482.55608,53.44047217,,No Trade,,,
18-04-13,5682.700195,5794.350098,5681.850098,5783.100098,5783.100098,149900,5647.511285,5681.765951,-34.25466625,-59.30606176,5633.217529,77.79952853,5788.816586,5477.618472,56.81280573,,No Trade,,,
22-04-13,5789.850098,5844.850098,5789.799805,5834.399902,5834.399902,135100,5676.26338,5693.072169,-16.80878984,-50.80660738,5640.217529,89.07525813,5818.368046,5462.067013,58.47015467,,No Trade,,,
23-04-13,5843.100098,5844.299805,5791.549805,5836.899902,5836.899902,132200,5700.976691,5703.726076,-2.749384786,-41.19516286,5649.125024,99.34185121,5847.808727,5450.441322,56.11400308,,No Trade,,,
25-04-13,5856.100098,5924.600098,5853.299805,5916.299805,5916.299805,199600,5734.103324,5719.472278,14.63104597,-30.02992109,5662.37251,115.9343643,5894.241238,5430.503781,66.6620985,,No Trade,,,
26-04-13,5899.75,5907.049805,5860.5,5871.450195,5871.450195,141300,5755.233612,5730.729901,24.50371038,-19.1231948,5674.252515,124.7000654,5923.652645,5424.852384,71.9096416,,No Trade,,,
29-04-13,5877.600098,5918.649902,5868.799805,5904.100098,5904.100098,118900,5778.136148,5743.572138,34.56400992,-8.385753854,5687.377515,134.5108953,5956.399305,5418.355724,75.48858311,,No Trade,,,
30-04-13,5932.600098,5962.299805,5867.799805,5930.200195,5930.200195,153200,5801.530617,5757.396439,44.13417821,2.118232558,5699.760034,145.0305685,5989.821171,5409.698897,77.50160553,,No Trade,,,
02-05-13,5911.399902,6019.450195,5910.950195,5999.350098,5999.350098,162400,5831.964383,5775.318932,56.64545123,13.02367629,5714.507544,159.7739105,6034.055365,5394.959723,84.75910054,,No Trade,,,
03-05-13,5993.5,6000.299805,5930.149902,5944,5944,145800,5849.200632,5787.813826,61.38680605,22.69630225,5724.302539,167.7475917,6059.797723,5388.807356,76.86515232,,No Trade,,,
06-05-13,5944.899902,5976.5,5928.450195,5971.049805,5971.049805,110200,5867.946658,5801.386861,66.55979717,31.46900123,5739.210034,175.9849201,6091.179874,5387.240194,76.59589564,,No Trade,,,
07-05-13,5983.450195,6050.5,5982.950195,6043.549805,6043.549805,136400,5894.962527,5819.324857,75.63767002,40.30273499,5762.650024,183.9665416,6130.583108,5394.716941,85.96874015,,No Trade,,,
08-05-13,6064.149902,6083.549805,6024.950195,6069.299805,6069.299805,122300,5921.783647,5837.84152,83.94212687,49.03061336,5788.452515,189.1672092,6166.786933,5410.118096,85.68683316,,No Trade,,,
09-05-13,6078.350098,6084.700195,6040.450195,6050.149902,6050.149902,110000,5941.532301,5853.568067,87.96423473,56.81733764,5813.8125,188.519437,6190.851374,5436.773626,80.07997612,,No Trade,,,
10-05-13,6046.25,6105.299805,6045.600098,6094.75,6094.75,111400,5965.104255,5871.433395,93.67085996,64.1880421,5843.794995,182.7597312,6209.314458,5478.275533,81.48898175,,No Trade,,,
13-05-13,6098.200195,6104.950195,5972.899902,5980.450195,5980.450195,107900,5967.465169,5879.508714,87.95645531,68.94172474,5864.882495,172.1570906,6209.196676,5520.568314,64.84619097,,No Trade,,,
14-05-13,5989.700195,6026.200195,5970.049805,5995.399902,5995.399902,119300,5971.76282,5888.093246,83.66957411,71.88729462,5884.95249,162.0143897,6208.98127,5560.923711,62.81237468,,No Trade,,,
15-05-13,6018.850098,6157.100098,6018.850098,6146.75,6146.75,153900,5998.683925,5907.253006,91.43091914,75.79601952,5915.8625,148.8784517,6213.619403,5618.105597,69.93505282,,No Trade,,,
16-05-13,6128.25,6187.299805,6128.25,6169.899902,6169.899902,158600,6025.024844,5926.708331,98.31651308,80.30011823,5945.9375,135.1112031,6216.159906,5675.715094,67.58915769,,No Trade,,,
17-05-13,6172.950195,6199.950195,6146.149902,6187.299805,6187.299805,147300,6049.990223,5946.011403,103.9788195,85.03585849,5970.85498,131.1169381,6233.088857,5708.621104,72.77380959,,No Trade,,,
20-05-13,6198,6229.450195,6146.049805,6156.899902,6156.899902,122300,6066.437866,5961.632774,104.8050922,88.98970522,5994.264966,119.3584208,6232.981807,5755.548124,68.28704358,,No Trade,,,
21-05-13,6152.350098,6180.25,6102.350098,6114.100098,6114.100098,130600,6073.770517,5972.92665,100.8438674,91.36053765,6010.814966,111.2072572,6233.22948,5788.400452,62.98913557,,No Trade,,,
22-05-13,6127.049805,6147.600098,6074.450195,6094.5,6094.5,133800,6076.959668,5981.932083,95.02758525,92.09394717,6023.819971,104.4968733,6232.813717,5814.826224,57.22640156,,No Trade,,,
23-05-13,6050.399902,6081.450195,5955.700195,5967.049805,5967.049805,198900,6060.050458,5980.829692,79.22076646,89.51931103,6030.327466,95.94656519,6222.220596,5838.434335,51.57778283,,No Trade,,,
24-05-13,6010.700195,6015.299805,5936.799805,5983.549805,5983.549805,161600,6048.281127,5981.031182,67.24994528,85.06543788,6033.689966,92.86913203,6219.42823,5847.951702,50.86817684,,No Trade,,,
27-05-13,5989.399902,6099.899902,5975.549805,6083.149902,6083.149902,115100,6053.645554,5988.595531,65.05002258,81.06235482,6044.274951,85.14771743,6214.570386,5873.979516,52.65061068,,No Trade,,,
28-05-13,6086.350098,6127.649902,6055.399902,6111.25,6111.25,139700,6062.507776,5997.681048,64.82672885,77.81522963,6054.632446,79.61871487,6213.869876,5895.395017,52.79910704,,No Trade,,,
29-05-13,6120.450195,6125.049805,6069.799805,6104.299805,6104.299805,120200,6068.937319,6005.578733,63.35858594,74.92390089,6063.337427,74.66119372,6212.659814,5914.015039,53.67292339,,No Trade,,,
30-05-13,6072.149902,6133.75,6072.149902,6124.049805,6124.049805,194100,6077.416163,6014.354368,63.06179493,72.5514797,6069.572412,74.24202839,6218.056469,5921.088355,52.05670453,,No Trade,,,
31-05-13,6098.700195,6106.25,5975.549805,5985.950195,5985.950195,175300,6063.344476,6012.250355,51.09412037,68.26000783,6071.669922,71.03073846,6213.731399,5929.608445,50.37359074,,No Trade,,,
03-06-13,5997.350098,6011,5916.350098,5939.299805,5939.299805,112100,6044.26068,6006.846611,37.41406932,62.09082013,6070.082422,73.70245555,6217.487333,5922.677511,46.34669991,,No Trade,,,
04-06-13,5941.100098,5981.600098,5910.25,5919.450195,5919.450195,114500,6025.059067,6000.372802,24.68626481,54.60990907,6063.877441,80.92395371,6225.725349,5902.029534,32.13893804,,No Trade,,,
05-06-13,5908.299805,5935.200195,5883.700195,5923.850098,5923.850098,110200,6009.488457,5994.704454,14.78400261,46.64472777,6056.604956,86.73781228,6230.080581,5883.129331,30.07854566,,No Trade,,,
06-06-13,5895,5956.549805,5869.5,5921.399902,5921.399902,114200,5995.936371,5989.274487,6.661884137,38.64815905,6050.167456,91.86816189,6233.90378,5866.431132,27.9372835,,No Trade,,,
07-06-13,5900.049805,5972.700195,5871.299805,5881,5881,118300,5978.253853,5981.254155,-3.000302138,30.31846681,6039.479956,98.59566448,6236.671285,5842.288627,27.48123912,,No Trade,,,
10-06-13,5907.899902,5931.649902,5857.399902,5878,5878,100100,5962.830183,5973.605699,-10.77551586,22.09967028,6034.357446,104.3192109,6242.995868,5825.719024,29.39071431,,No Trade,,,
11-06-13,5848.75,5868.049805,5780.350098,5788.799805,5788.799805,180900,5936.056279,5959.916373,-23.86009472,12.90771728,6024.027441,117.7450731,6259.517588,5788.537295,26.20641272,,No Trade,,,
12-06-13,5771.75,5792.899902,5738.600098,5760.200195,5760.200195,140400,5909.001497,5945.122582,-36.1210858,3.101956661,6004.699951,127.8335872,6260.367126,5749.032777,30.97234075,,No Trade,,,
13-06-13,5709.350098,5729.850098,5683.100098,5699.100098,5699.100098,142000,5876.708974,5926.898695,-50.18972096,-7.556378863,5981.159961,138.6978386,6258.555638,5703.764284,25.81826454,5699.100098,No Trade,5699.100098,,
14-06-13,5748.950195,5819.399902,5739.399902,5808.399902,5808.399902,124400,5866.199886,5918.121006,-51.92112053,-16.4293272,5962.214966,134.8837441,6231.982454,5692.447478,27.0218132,,No Trade,,,
17-06-13,5820.399902,5854.899902,5770.25,5850.049805,5850.049805,107200,5863.715258,5913.078695,-49.36343716,-23.01614919,5946.872461,128.8920017,6204.656464,5689.088458,28.6391523,,No Trade,,,
18-06-13,5841.899902,5863.399902,5804.299805,5813.600098,5813.600098,117500,5856.005233,5905.70991,-49.70467682,-28.35385472,5931.847461,125.8510485,6183.549558,5680.145364,27.32093975,,No Trade,,,
19-06-13,5805.75,5828.399902,5777.899902,5822.25,5822.25,115500,5850.81212,5899.527695,-48.71557407,-32.42619859,5918.234961,121.996763,6162.228487,5674.241435,26.03998363,,No Trade,,,
20-06-13,5754.149902,5755,5645.649902,5655.899902,5655.899902,198400,5820.825625,5881.481191,-60.65556604,-38.07207208,5902.677466,134.6295257,6171.936517,5633.418415,24.92207007,,No Trade,,,
21-06-13,5639.899902,5686.149902,5616.850098,5667.649902,5667.649902,182400,5797.26013,5865.641837,-68.38170714,-44.13399909,5886.882471,142.9179112,6172.718293,5601.046648,28.20345257,,No Trade,,,
24-06-13,5638.049805,5640,5566.25,5590.25,5590.25,193500,5765.412417,5845.242441,-79.83002406,-51.27320408,5862.237476,149.6324373,6161.50235,5562.972601,25.81896774,,No Trade,,,
25-06-13,5606.950195,5666.25,5570.25,5609.100098,5609.100098,196600,5741.364368,5827.750416,-86.38604778,-58.29577282,5837.12998,147.7677816,6132.665544,5541.594417,27.36098214,,No Trade,,,
26-06-13,5627.950195,5635.25,5579.350098,5588.700195,5588.700195,160100,5717.877572,5810.042992,-92.16541985,-65.06970223,5811.35,143.6216747,6098.593349,5524.106651,26.67226777,,No Trade,,,
27-06-13,5647.950195,5699.350098,5630.950195,5682.350098,5682.350098,239000,5712.411807,5800.584259,-88.17245225,-69.69025223,5789.265015,125.8698992,6041.004813,5537.525216,37.03920336,,No Trade,,,
28-06-13,5749.5,5852.950195,5749.5,5842.200195,5842.200195,214400,5732.379251,5803.666921,-71.28766982,-70.00973575,5782.077515,117.8994373,6017.876389,5546.27864,48.06110079,,No Trade,,,
01-07-13,5834.100098,5904.350098,5822.200195,5898.850098,5898.850098,144800,5757.990151,5810.717527,-52.72737605,-66.55326381,5780.055029,115.3804799,6010.815989,5549.29407,56.17809609,,No Trade,,,
02-07-13,5885.5,5898.799805,5852.299805,5857.549805,5857.549805,145700,5773.307021,5814.186584,-40.87956384,-61.41852382,5776.96001,112.2317369,6001.423484,5552.496536,55.38825768,,No Trade,,,
03-07-13,5811.950195,5815,5760.399902,5770.899902,5770.899902,160500,5772.936695,5810.980164,-38.04346883,-56.74351282,5769.3125,106.7741422,5982.860784,5555.764216,53.86477823,,No Trade,,,
04-07-13,5794.75,5848.200195,5786.049805,5836.950195,5836.950195,151900,5782.784926,5812.90387,-30.11894402,-51.41859906,5765.090015,102.0065332,5969.103081,5561.076948,51.61182725,,No Trade,,,
05-07-13,5889.950195,5900.450195,5858.450195,5867.899902,5867.899902,123600,5795.879537,5816.97765,-21.09811242,-45.35450173,5764.43501,101.2624239,5966.959858,5561.910162,51.02006421,,No Trade,,,
08-07-13,5833.149902,5833.850098,5775.549805,5811.549805,5811.549805,127600,5798.290348,5816.575587,-18.28523946,-39.94064928,5761.1125,98.38953378,5957.891568,5564.333432,49.88543931,,No Trade,,,
09-07-13,5834.600098,5864.950195,5834.600098,5859,5859,110400,5807.630294,5819.718136,-12.08784205,-34.37008783,5764.62251,100.6553471,5965.933204,5563.311815,51.96808143,,No Trade,,,
10-07-13,5869.899902,5879.350098,5802.850098,5816.700195,5816.700195,117500,5809.025664,5819.494585,-10.46892147,-29.58985456,5767.44751,101.3154,5970.07831,5564.81671,59.93084694,,No Trade,,,
11-07-13,5894.5,5948.850098,5887.950195,5935.100098,5935.100098,120200,5828.42173,5828.057956,0.363773998,-23.59912885,5779.24751,106.5444352,5992.33638,5566.158639,64.59482648,,No Trade,,,
12-07-13,6000.5,6019,5951.149902,6009,6009,127700,5856.203003,5841.461071,14.7419319,-15.9309167,5789.277515,118.2341436,6025.745802,5552.809227,72.93892084,,No Trade,,,
15-07-13,5991.200195,6038.200195,5980.950195,6030.799805,6030.799805,116300,5883.064049,5855.486162,27.57788697,-7.229155965,5798.315015,129.4956124,6057.306239,5539.32379,73.02609162,,No Trade,,,
16-07-13,5930.799805,5966.049805,5910.950195,5955.25,5955.25,151200,5894.16958,5862.876076,31.29350396,0.475376019,5805.39751,134.1650358,6073.727581,5537.067438,68.87778504,,No Trade,,,
17-07-13,5972.25,5989.799805,5926.75,5973.299805,5973.299805,191500,5906.343461,5871.055612,35.28784922,7.43787066,5812.95,139.3162347,6091.582469,5534.317531,66.24964344,,No Trade,,,
18-07-13,5984.700195,6051.100098,5974.549805,6038.049805,6038.049805,171700,5926.605975,5883.425552,43.18042344,14.58638122,5832.057495,142.8054461,6117.668387,5546.446603,62.23831487,,No Trade,,,
19-07-13,6057.200195,6066.850098,6020.25,6029.200195,6029.200195,163300,5942.389701,5894.223673,48.16602787,21.30231055,5850.13501,143.7786988,6137.692407,5562.577612,58.66287299,,No Trade,,,
22-07-13,6009.75,6064.149902,6004.25,6031.799805,6031.799805,115200,5956.145102,5904.414498,51.73060385,27.38796921,5872.2125,135.4306073,6143.073715,5601.351285,62.20839217,,No Trade,,,
