TIMESTAMP,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA,EMA_12,EMA_26,MACD,Signal_Line,20_MA,20_STD,Upper_Band,Lower_Band,Time,Price,Signal,Entry_Price,Profit_Loss,Cumulative_Profit_Loss
07-05-15,641eb367ff5c300007058b4b,RELIANCE,EQ,N,878.45,860,875,870.75,867,880.25,3825462,3318801858,1145.25,796.45,99893,INE002A01018,07-05-15,2023-03-25T08:40:07.075Z,2023-03-25T08:40:07.075Z,0,,867.56,07-May-15,,857.2991607,857.2038017,0.095358937,-6.19825346,851.7675,26.51850037,904.8045007,798.7304993,,,,,,
06-05-15,641eb35c5510ab0007ed954d,RELIANCE,EQ,N,896.75,872,890,880.25,877,892.15,5128997,4523374041,1145.25,796.45,112601,INE002A01018,06-05-15,2023-03-25T08:39:56.968Z,2023-03-25T08:39:56.968Z,0,,881.92,06-May-15,,860.830059,858.9109275,1.919131499,-4.574776468,853.2075,27.2716031,907.7507062,798.6642938,,,,,,
05-05-15,641eb352353f0e0007d24121,RELIANCE,EQ,N,901.8,885.1,893.7,892.15,891.15,890.95,4079468,3641890947,1145.25,796.45,91479,INE002A01018,05-05-15,2023-03-25T08:39:46.881Z,2023-03-25T08:39:46.881Z,0,,892.74,05-May-15,,865.6485115,861.373081,4.27543044,-2.804735086,854.16,28.31563451,910.791269,797.528731,,,,,,
04-05-15,641eb3482405c500079789f8,RELIANCE,EQ,N,893.9,860.5,866.2,890.95,892.75,862.35,3446692,3024658626,1145.25,796.45,81908,INE002A01018,04-05-15,2023-03-25T08:39:36.779Z,2023-03-25T08:39:36.779Z,0,,877.55,04-May-15,,869.5410482,863.5639639,5.977084249,-1.048371219,853.49,27.20218451,907.894369,799.085631,,,,,,
30-04-15,641eb33ed4c2be00075aa020,RELIANCE,EQ,N,865.9,847.95,850,862.35,865,850,7955186,6823999517,1145.25,796.45,121772,INE002A01018,30-04-15,2023-03-25T08:39:26.705Z,2023-03-25T08:39:26.705Z,0,,857.81,30-Apr-15,,868.4347331,863.4740407,4.960692399,0.153441505,851.8525,25.49788162,902.8482632,800.8567368,,,,,,
29-04-15,641eb334486b70000633e58e,RELIANCE,EQ,N,870.55,847.4,862,850,848.2,865.2,3746012,3221437134,1145.25,796.45,76980,INE002A01018,29-04-15,2023-03-25T08:39:16.609Z,2023-03-25T08:39:16.609Z,0,,859.96,29-Apr-15,,865.5986203,862.4759636,3.122656706,0.747284545,851.0575,25.28381672,901.6251334,800.4898666,,,,,,
28-04-15,641eb32a4708d5000725348f,RELIANCE,EQ,N,882,858.55,874.7,865.2,862.9,875.3,3357286,2914903681,1145.25,796.45,90615,INE002A01018,28-04-15,2023-03-25T08:39:06.504Z,2023-03-25T08:39:06.504Z,0,,868.23,28-Apr-15,,865.5372941,862.6777441,2.859550032,1.169737642,852.675,25.0917553,902.8585106,802.4914894,,,,,,
27-04-15,641eb320486b70000633de52,RELIANCE,EQ,N,887.5,871.45,880.05,875.3,872.2,878.9,2524227,2220088766,1145.25,796.45,89364,INE002A01018,27-04-15,2023-03-25T08:38:56.402Z,2023-03-25T08:38:56.402Z,0,,879.51,27-Apr-15,,867.0392488,863.612726,3.426522866,1.621094687,855.2075,24.66677541,904.5410508,805.8739492,,,,,,
24-04-15,641eb3165cc9450007c7914f,RELIANCE,EQ,N,884.45,868.65,877,878.9,882.4,877.05,2905259,2551552101,1145.25,796.45,81160,INE002A01018,24-04-15,2023-03-25T08:38:46.303Z,2023-03-25T08:38:46.303Z,0,,878.25,24-Apr-15,,868.8639798,864.7451166,4.118863144,2.120648378,857.35,24.77590617,906.9018123,807.7981877,,,,,,
23-04-15,641eb30cd72c3f000754a4a3,RELIANCE,EQ,N,889.4,869.05,883.85,877.05,877,879.75,3048801,2679863364,1145.25,796.45,81081,INE002A01018,23-04-15,2023-03-25T08:38:36.204Z,2023-03-25T08:38:36.204Z,0,,878.99,23-Apr-15,,870.1233675,865.6565895,4.466778027,2.589874308,859.9025,23.99345018,907.8894004,811.9155996,,,,,,
22-04-15,641eb3020125d8000746800d,RELIANCE,EQ,N,886.75,867,881.9,879.75,879,876.45,3374188,2962198095,1145.25,796.45,79083,INE002A01018,22-04-15,2023-03-25T08:38:26.115Z,2023-03-25T08:38:26.115Z,0,,877.9,22-Apr-15,,871.6043879,866.7005458,4.903842075,3.052667862,863.3525,21.37131917,906.0951383,820.6098617,,,,,,
21-04-15,641eb2f82c03d70007029b36,RELIANCE,EQ,N,895.5,872.45,890.15,876.45,876.45,885.65,4047524,3584122582,1145.25,796.45,96711,INE002A01018,21-04-15,2023-03-25T08:38:16.015Z,2023-03-25T08:38:16.015Z,0,,885.51,21-Apr-15,,872.3498667,867.4227276,4.927139069,3.427562103,866.59,17.72875749,902.047515,831.132485,,,,,,
20-04-15,641eb2ed17bd4600074b64bd,RELIANCE,EQ,N,937.45,878.5,937.3,885.65,883.75,926.85,8601165,7754013935,1145.25,796.45,213701,INE002A01018,20-04-15,2023-03-25T08:38:05.926Z,2023-03-25T08:38:05.926Z,0,,901.51,20-Apr-15,,874.396041,868.7728959,5.623145101,3.866678703,869.4075,15.87092903,901.1493581,837.6656419,,,,,,
17-04-15,641eb2e3c151a800069a673f,RELIANCE,EQ,N,944.3,922.6,935.05,926.85,924.1,928.35,5476551,5115923406,1145.25,796.45,143446,INE002A01018,17-04-15,2023-03-25T08:37:55.835Z,2023-03-25T08:37:55.835Z,0,,934.15,17-Apr-15,,882.4658809,873.0749036,9.390977232,4.971538409,873.505,19.39760498,912.30021,834.70979,17-04-15,926.85,Sell,847.95,9.304793915,44.2388883
16-04-15,641eb2d9a077ee000756b661,RELIANCE,EQ,N,938,919,924.5,928.35,929.55,923.65,4612192,4280290136,1145.25,796.45,88219,INE002A01018,16-04-15,2023-03-25T08:37:45.741Z,2023-03-25T08:37:45.741Z,0,,928.04,16-Apr-15,,889.5249761,877.1693552,12.3556209,6.448354907,877.525,21.98178971,921.4885794,833.5614206,16-04-15,928.35,Sell,,,
15-04-15,641eb2cf03c7b10007769359,RELIANCE,EQ,N,939.6,907.2,921,923.65,923.9,922.5,5081693,4674315018,1145.25,796.45,117445,INE002A01018,15-04-15,2023-03-25T08:37:35.657Z,2023-03-25T08:37:35.657Z,0,,919.83,15-Apr-15,,894.7749798,880.612366,14.16261385,7.991206695,881.61,22.60527768,926.8205554,836.3994446,,,,,,
13-04-15,641eb2c54438f60007b549a1,RELIANCE,EQ,N,924.75,898.75,906.8,922.5,922.3,904.35,4612201,4220086514,1145.25,796.45,163738,INE002A01018,13-04-15,2023-03-25T08:37:25.556Z,2023-03-25T08:37:25.556Z,0,,914.98,13-Apr-15,,899.0403675,883.7151537,15.32521386,9.458008129,885.03,23.38492204,931.7998441,838.2601559,,,,,,
03-06-15,641eb42617bd4600074b6c00,RELIANCE,EQ,N,910.45,888.5,899,896.35,895,898.65,3553618,3193398374,1133,796.45,91150,INE002A01018,03-06-15,2023-03-25T08:43:18.886Z,2023-03-25T08:43:18.886Z,0,,898.63,03-Jun-15,,898.6264648,884.6510682,13.97539662,10.36148583,887.04,22.48218359,932.0043672,842.0756328,,,,,,
02-06-15,641eb41c2405c50007979033,RELIANCE,EQ,N,918.8,891.45,905.75,898.65,897,902.25,4612571,4167987317,1133,796.45,92076,INE002A01018,02-06-15,2023-03-25T08:43:08.785Z,2023-03-25T08:43:08.785Z,0,,903.61,02-Jun-15,,898.6300856,885.6880261,12.94205951,10.87760056,888.54,22.18952218,932.9190444,844.1609556,,,,,,
01-06-15,641eb4122c03d7000702a27f,RELIANCE,EQ,N,904.9,878,880,902.25,902.05,877,4479082,4027099687,1133,796.45,81472,INE002A01018,01-06-15,2023-03-25T08:42:58.679Z,2023-03-25T08:42:58.679Z,0,,899.09,01-Jun-15,,899.1869955,886.914839,12.27215653,11.15651176,889.1675,22.4005009,933.9685018,844.3664982,,,,,,
29-05-15,641eb40828313b0007cc8456,RELIANCE,EQ,N,886.45,873.1,879.9,877,880.85,875.8,6692348,5875581985,1140,796.45,112299,INE002A01018,29-05-15,2023-03-25T08:42:48.580Z,2023-03-25T08:42:48.580Z,0,,877.96,29-May-15,,895.7736116,886.1804065,9.593205124,10.84385043,889.48,22.1724782,933.8249564,845.1350436,29-05-15,877,Sell,,,
28-05-15,641eb3fe55d8040007c060a9,RELIANCE,EQ,N,894.25,872,885.85,875.8,876.6,885.3,6066339,5338207624,1140,796.45,79015,INE002A01018,28-05-15,2023-03-25T08:42:38.485Z,2023-03-25T08:42:38.485Z,0,,879.97,28-May-15,,892.7007483,885.4114875,7.289260799,10.1329325,889.2575,22.29198154,933.8414631,844.6735369,,,,,,
27-05-15,641eb3f45510ab0007eda3ef,RELIANCE,EQ,N,890.9,880.2,886,885.3,884.9,884.6,1846549,1635177350,1140,796.45,44569,INE002A01018,27-05-15,2023-03-25T08:42:28.408Z,2023-03-25T08:42:28.408Z,0,,885.53,27-May-15,,891.5621716,885.4032291,6.158942472,9.338134498,888.915,22.29782324,933.5106465,844.3193535,,,,,,
26-05-15,641eb3ea5510ab0007ed9c9e,RELIANCE,EQ,N,896,882.7,895,884.6,887,894.5,2173883,1934207310,1140,796.45,53213,INE002A01018,26-05-15,2023-03-25T08:42:18.328Z,2023-03-25T08:42:18.328Z,0,,889.75,26-May-15,,890.4910683,885.3437307,5.147337602,8.499975119,888.5975,22.31252584,933.2225517,843.9724483,,,,,,
25-05-15,641eb3e0c151a800069a6ec1,RELIANCE,EQ,N,908,892.35,900,894.5,893.1,903.85,1512612,1359727677,1140,796.45,28170,INE002A01018,25-05-15,2023-03-25T08:42:08.211Z,2023-03-25T08:42:08.211Z,0,,898.93,25-May-15,,891.107827,886.0219729,5.085854155,7.817150926,890.205,21.46399004,933.1329801,847.2770199,,,,,,
22-05-15,641eb3d6be69c00007c35cbe,RELIANCE,EQ,N,905.6,897,897,903.85,902.3,896.75,1908452,1720762618,1140,796.45,60427,INE002A01018,22-05-15,2023-03-25T08:41:58.133Z,2023-03-25T08:41:58.133Z,0,,901.65,22-May-15,,893.0681613,887.3425675,5.725593857,7.398839512,892.8975,19.43695256,931.7714051,854.0235949,,,,,,
21-05-15,641eb3cbff5c300007059ab6,RELIANCE,EQ,N,915.4,894.1,911.25,896.75,895.6,908.85,2459446,2218890672,1140,796.45,53848,INE002A01018,21-05-15,2023-03-25T08:41:48.003Z,2023-03-25T08:41:48.003Z,0,,902.19,21-May-15,,893.634598,888.0394143,5.595183722,7.038108354,894.475,18.31885353,931.1127071,857.8372929,,,,,,
20-05-15,641eb3c1353f0e0007d24f8b,RELIANCE,EQ,N,911,897.7,900.4,908.85,906.9,895.55,1990706,1801657165,1140,796.45,56632,INE002A01018,20-05-15,2023-03-25T08:41:37.906Z,2023-03-25T08:41:37.906Z,0,,905.03,20-May-15,,895.9754291,889.5809392,6.394489927,6.909384669,896.1525,18.00395772,932.1604154,860.1445846,,,,,,
19-05-15,641eb3b7ff5c300007059356,RELIANCE,EQ,N,904.75,886.6,891.25,895.55,895,891.55,3317436,2969945397,1140,796.45,120107,INE002A01018,19-05-15,2023-03-25T08:41:27.808Z,2023-03-25T08:41:27.808Z,0,,895.25,19-May-15,,895.9099785,890.0230918,5.886886642,6.704885063,896.985,17.54327056,932.0715411,861.8984589,,,,,,
18-05-15,641eb3add4c2be00075aa761,RELIANCE,EQ,N,894,872.2,874.9,891.55,891.5,873.95,2250982,1993494078,1140,796.45,73046,INE002A01018,18-05-15,2023-03-25T08:41:17.712Z,2023-03-25T08:41:17.712Z,0,,885.61,18-May-15,,895.2392126,890.1361961,5.103016413,6.384511333,897.71,16.96619394,931.6423879,863.7776121,,,,,,
15-05-15,641eb3a34438f60007b55137,RELIANCE,EQ,N,886.95,870.1,881.9,873.95,872.15,878.2,1904490,1669800163,1145.25,796.45,50133,INE002A01018,15-05-15,2023-03-25T08:41:07.609Z,2023-03-25T08:41:07.609Z,0,,876.77,15-May-15,,891.9639491,888.9372187,3.026730435,5.712955154,897.42,17.33490091,932.0898018,862.7501982,,,,,,
14-05-15,641eb39955d8040007c0598d,RELIANCE,EQ,N,886.2,870.3,886,878.2,877,885.1,2818365,2474730439,1145.25,796.45,56726,INE002A01018,14-05-15,2023-03-25T08:40:57.501Z,2023-03-25T08:40:57.501Z,0,,878.07,14-May-15,,889.8464185,888.1418691,1.704549336,4.91127399,897.5075,17.22756569,931.9626314,863.0523686,,,,,,
12-05-15,641eb3854334450007b5a47d,RELIANCE,EQ,N,894.9,865.15,894.9,868.7,871.15,895.95,3805956,3322349492,1145.25,796.45,98816,INE002A01018,12-05-15,2023-03-25T08:40:37.334Z,2023-03-25T08:40:37.334Z,0,,872.93,12-May-15,,886.5931233,886.7017307,-0.108607358,3.907297721,896.66,18.22938345,933.1187669,860.2012331,,,,,,
11-05-15,641eb37bde5deb00074c344e,RELIANCE,EQ,N,899.45,883.4,892.85,895.95,893.8,889.7,3249083,2898152530,1145.25,796.45,85186,INE002A01018,11-05-15,2023-03-25T08:40:27.264Z,2023-03-25T08:40:27.264Z,0,,891.99,11-May-15,,888.0326428,887.3867877,0.645855145,3.255009205,895.115,16.78850719,928.6920144,861.5379856,,,,,,
29-06-15,641eb4dcd72c3f000754b333,RELIANCE,EQ,N,993.85,972,987.9,990.85,990.3,1000.7,4610282,4535092024,1043.3,796.45,116484,INE002A01018,29-06-15,2023-03-25T08:46:20.645Z,2023-03-25T08:46:20.645Z,0,,983.69,29-Jun-15,,903.8506978,895.0507293,8.799968443,4.364001053,898.24,26.37835835,950.9967167,845.4832833,29-06-15,990.85,Buy,990.85,12.98175599,57.22064429
29-06-15,641eb4dcd72c3f000754b333,RELIANCE,EQ,N,993.85,972,987.9,990.85,990.3,1000.7,4610282,4535092024,1043.3,796.45,116484,INE002A01018,29-06-15,2023-03-25T08:46:20.645Z,2023-03-25T08:46:20.645Z,0,,983.69,29-Jun-15,,903.8506978,895.0507293,8.799968443,4.364001053,898.24,26.37835835,950.9967167,845.4832833,29-06-15,990.85,Sell,990.85,0,57.22064429
26-06-15,641eb4d26e7d520007c72b9a,RELIANCE,EQ,N,1014.1,995.4,999.9,1000.7,999.5,1004.55,4792657,4806268084,1062.8,796.45,116973,INE002A01018,26-06-15,2023-03-25T08:46:10.529Z,2023-03-25T08:46:10.529Z,0,,1002.84,26-Jun-15,,918.7505904,902.8766012,15.87398919,6.665998681,902.0925,34.62284489,971.3381898,832.8468102,26-06-15,1000.7,Sell,,,
25-06-15,641eb4c817bd4600074b81b8,RELIANCE,EQ,N,1009,985,987,1004.55,1006.8,990.9,6211775,6218805169,1062.8,796.45,122268,INE002A01018,25-06-15,2023-03-25T08:46:00.447Z,2023-03-25T08:46:00.447Z,0,,1001.13,25-Jun-15,,931.9504996,910.4079641,21.54253549,9.641306043,906.195,41.37158286,988.9381657,823.4518343,25-06-15,1004.55,Sell,,,
24-06-15,641eb4bed72c3f000754abe6,RELIANCE,EQ,N,1006.45,986.65,995,990.9,987.15,995,4252334,4244061960,1062.8,796.45,121988,INE002A01018,24-06-15,2023-03-25T08:45:50.350Z,2023-03-25T08:45:50.350Z,0,,998.05,24-Jun-15,,941.0196535,916.3703371,24.64931637,12.64290811,910.9225,45.39393501,1001.71037,820.13463,,,,,,
23-06-15,641eb4b4d4c2be00075aae95,RELIANCE,EQ,N,1002.7,991,992.65,995,993.2,991.7,3659045,3645558611,1062.8,796.45,90238,INE002A01018,23-06-15,2023-03-25T08:45:40.239Z,2023-03-25T08:45:40.239Z,0,,996.31,23-Jun-15,,949.3243222,922.1947566,27.12956559,15.5402396,915.74,48.99292269,1013.725845,817.7541546,,,,,,
22-06-15,641eb4aa55d8040007c067bb,RELIANCE,EQ,N,1008.7,986.5,996.95,991.7,992.65,996.65,4433185,4403980457,1062.8,796.45,120226,INE002A01018,22-06-15,2023-03-25T08:45:30.147Z,2023-03-25T08:45:30.147Z,0,,993.41,22-Jun-15,,955.8436572,927.3432931,28.50036409,18.1322645,920.2125,51.70447368,1023.621447,816.8035526,,,,,,
19-06-15,641eb4a017bd4600074b7a5b,RELIANCE,EQ,N,1006.4,982.5,982.5,996.65,997.15,978.95,10448751,10391016746,1101.65,796.45,260477,INE002A01018,19-06-15,2023-03-25T08:45:20.085Z,2023-03-25T08:45:20.085Z,0,,994.47,19-Jun-15,,962.1215561,932.4771233,29.64443284,20.43469817,926.195,53.33768516,1032.87037,819.5196297,,,,,,
18-06-15,641eb4950125d80007468747,RELIANCE,EQ,N,982,932.5,932.55,978.95,980.05,931.2,11284420,10905086761,1101.65,796.45,265987,INE002A01018,18-06-15,2023-03-25T08:45:09.944Z,2023-03-25T08:45:09.944Z,0,,966.38,18-Jun-15,,964.7105475,935.9195586,28.79098889,22.10595631,931.3525,53.19512363,1037.742747,824.9622527,,,,,,
17-06-15,641eb48b5cc9450007c79f9b,RELIANCE,EQ,N,942.35,894,905.05,931.2,931.45,903.95,5996339,5538666078,1101.65,796.45,136777,INE002A01018,17-06-15,2023-03-25T08:44:59.828Z,2023-03-25T08:44:59.828Z,0,,923.67,17-Jun-15,,959.5550786,935.5699617,23.98511698,22.48178845,933.6475,52.08219838,1037.811897,829.4831032,,,,,,
16-06-15,641eb48117bd4600074b7334,RELIANCE,EQ,N,905,893.2,899,903.95,904.5,901.75,3184005,2858334633,1101.65,796.45,96212,INE002A01018,16-06-15,2023-03-25T08:44:49.730Z,2023-03-25T08:44:49.730Z,0,,897.72,16-Jun-15,,951.0004512,933.2277423,17.77270888,21.53997253,934.615,51.29692486,1037.20885,832.0211503,16-06-15,903.95,Sell,,,
15-06-15,641eb477353f0e0007d256e9,RELIANCE,EQ,N,905,890,894.9,901.75,901.45,889.85,2939253,2645381755,1101.65,796.45,113717,INE002A01018,15-06-15,2023-03-25T08:44:39.648Z,2023-03-25T08:44:39.648Z,0,,900.02,15-Jun-15,,943.4234587,930.8960577,12.52740101,19.73745823,934.9775,51.02341174,1037.024323,832.9306765,,,,,,
12-06-15,641eb46d5cc9450007c79894,RELIANCE,EQ,N,892.7,878.25,879,889.85,891.5,877.15,4924556,4372756582,1132.7,796.45,103898,INE002A01018,12-06-15,2023-03-25T08:44:29.558Z,2023-03-25T08:44:29.558Z,0,,887.95,12-Jun-15,,935.1813881,927.8556089,7.32577916,17.25512242,934.2775,51.56608043,1037.409661,831.1453391,,,,,,
11-06-15,641eb46303c7b10007769aed,RELIANCE,EQ,N,909.5,873.65,906,877.15,877.5,905.8,3354787,2970911078,1132.7,796.45,65663,INE002A01018,11-06-15,2023-03-25T08:44:19.439Z,2023-03-25T08:44:19.439Z,0,,885.57,11-Jun-15,,926.2534822,924.0996379,2.15384433,14.2348668,933.2975,52.49470268,1038.286905,828.3080946,,,,,,
10-06-15,641eb4594438f60007b5587a,RELIANCE,EQ,N,909.9,885,886,905.8,906.3,883.7,3088017,2789353176,1132.7,796.45,79564,INE002A01018,10-06-15,2023-03-25T08:44:09.348Z,2023-03-25T08:44:09.348Z,0,,903.28,10-Jun-15,,923.1067927,922.7441092,0.362683489,11.46043014,933.145,52.57383254,1038.292665,827.9973349,,,,,,
09-06-15,641eb44f486b70000633ecbb,RELIANCE,EQ,N,890.65,877.35,883.55,883.7,883.95,885.45,2092303,1849338135,1132.7,796.45,65744,INE002A01018,09-06-15,2023-03-25T08:43:59.262Z,2023-03-25T08:43:59.262Z,0,,883.88,09-Jun-15,,917.0442092,919.8519529,-2.807743763,8.606795357,932.5525,53.08412012,1038.72074,826.3842598,,,,,,
08-06-15,641eb4452c03d7000702a9d1,RELIANCE,EQ,N,910,883.1,906.8,885.45,885.25,907.75,2479431,2217671990,1132.7,796.45,64508,INE002A01018,08-06-15,2023-03-25T08:43:49.166Z,2023-03-25T08:43:49.166Z,0,,894.43,08-Jun-15,,912.1835616,917.3036601,-5.120098519,5.861416582,932.2475,53.34896653,1038.945433,825.5495669,,,,,,
05-06-15,641eb43b2405c50007979782,RELIANCE,EQ,N,916.95,904.45,909.9,907.75,910.4,912.7,2986745,2718413370,1133,796.45,74316,INE002A01018,05-06-15,2023-03-25T08:43:39.077Z,2023-03-25T08:43:39.077Z,0,,910.16,05-Jun-15,,911.5014752,916.5959816,-5.094506393,3.670231987,933.9375,51.92126599,1037.780032,830.094968,,,,,,
04-06-15,641eb4303dfde30007cc7948,RELIANCE,EQ,N,916.2,892.55,904.2,912.7,915.8,896.35,3641649,3297473782,1133,796.45,84220,INE002A01018,04-06-15,2023-03-25T08:43:28.978Z,2023-03-25T08:43:28.978Z,0,,905.49,04-Jun-15,,911.6858636,916.3073904,-4.621526734,2.011880243,935.6625,50.52638153,1036.715263,834.6097369,,,,,,
24-07-15,641eb59c3dfde30007cc9de0,RELIANCE,EQ,N,1049.65,1021.1,1048,1025.05,1029,1045.3,2994363,3104190636,1067.85,796.45,77903,INE002A01018,24-07-15,2023-03-25T08:49:32.495Z,2023-03-25T08:49:32.495Z,0,,1036.68,24-Jul-15,,929.1265,924.3623985,4.764101509,2.562324496,943.48,51.70222025,1046.884441,840.0755595,24-07-15,1025.05,Buy,1025.05,13.39675867,70.61740296
23-07-15,641eb5925cc9450007c7ae20,RELIANCE,EQ,N,1067.85,1041.2,1053.5,1045.3,1044.95,1050.4,4261457,4482564298,1067.85,796.45,101181,INE002A01018,23-07-15,2023-03-25T08:49:22.394Z,2023-03-25T08:49:22.394Z,0,,1051.89,23-Jul-15,,946.9993462,933.3207393,13.67860681,4.785580959,950.9475,55.14679567,1061.241091,840.6539087,,,,,,
22-07-15,641eb5882c03d7000702b867,RELIANCE,EQ,N,1053.95,1004.6,1005,1050.4,1051.9,1007.8,3956647,4113626833,1053.95,796.45,108188,INE002A01018,22-07-15,2023-03-25T08:49:12.307Z,2023-03-25T08:49:12.307Z,0,,1039.67,22-Jul-15,,962.9071391,941.9932772,20.91386188,8.011237143,953.925,58.89486284,1071.714726,836.1352743,,,,,,
21-07-15,641eb57e55d8040007c076b7,RELIANCE,EQ,N,1028.45,1002.75,1028,1007.8,1010.8,1024.75,1811142,1843954641,1043.3,796.45,62651,INE002A01018,21-07-15,2023-03-25T08:49:02.209Z,2023-03-25T08:49:02.209Z,0,,1018.12,21-Jul-15,,969.813733,946.8678492,22.94588381,10.99816648,954.28,59.21219069,1072.704381,835.8556186,,,,,,
20-07-15,641eb57455d8040007c06f2a,RELIANCE,EQ,N,1029.95,1017.9,1027.8,1024.75,1024.95,1021.7,1451127,1486323137,1043.3,796.45,37725,INE002A01018,20-07-15,2023-03-25T08:48:52.142Z,2023-03-25T08:48:52.142Z,0,,1024.25,20-Jul-15,,978.2654664,952.6368974,25.62856899,13.92424698,955.29,60.27748685,1075.844974,834.7350263,,,,,,
17-07-15,641eb5693d38840007c64c23,RELIANCE,EQ,N,1031.15,1018,1025.25,1021.7,1024,1023.7,2330438,2390292947,1043.3,796.45,61689,INE002A01018,17-07-15,2023-03-25T08:48:42.006Z,2023-03-25T08:48:42.006Z,0,,1025.68,17-Jul-15,,984.9477024,957.7526828,27.19501954,16.57840149,956.83,61.61378733,1080.057575,833.6024253,,,,,,
16-07-15,641eb55f5cc9450007c7a6bb,RELIANCE,EQ,N,1027.8,1011.15,1012,1023.7,1022.35,1011.15,3395442,3474369729,1043.3,796.45,93148,INE002A01018,16-07-15,2023-03-25T08:48:31.913Z,2023-03-25T08:48:31.913Z,0,,1023.25,16-Jul-15,,990.9095943,962.6376693,28.27192503,18.9171062,958.265,62.87095409,1084.006908,832.5230918,,,,,,
15-07-15,641eb5553dfde30007cc966c,RELIANCE,EQ,N,1014.4,999.55,999.75,1011.15,1008.85,997.8,3093396,3123383138,1043.3,796.45,63040,INE002A01018,15-07-15,2023-03-25T08:48:21.820Z,2023-03-25T08:48:21.820Z,0,,1009.69,15-Jul-15,,994.0235029,966.2311753,27.79232762,20.69215048,959.2375,63.56198358,1086.361467,832.1135328,,,,,,
14-07-15,641eb54bc151a800069a75e4,RELIANCE,EQ,N,1011.5,995.2,1008.9,997.8,996.35,1007,2272786,2277523578,1043.3,796.45,61634,INE002A01018,14-07-15,2023-03-25T08:48:11.712Z,2023-03-25T08:48:11.712Z,0,,1002.08,14-Jul-15,,994.6045024,968.5696067,26.03489572,21.76069953,959.295,63.59811918,1086.491238,832.0987616,,,,,,
13-07-15,641eb54131da230007918ec9,RELIANCE,EQ,N,1012.5,995.15,1001.8,1007,1005.8,1001.8,2253887,2264214365,1043.3,796.45,85261,INE002A01018,13-07-15,2023-03-25T08:48:01.623Z,2023-03-25T08:48:01.623Z,0,,1004.58,13-Jul-15,,996.5115021,971.4163025,25.09519954,22.42759953,960.6975,64.35910862,1089.415717,831.9792828,,,,,,
10-07-15,641eb5373dfde30007cc8f2b,RELIANCE,EQ,N,1004,990.25,991.1,1001.8,1001.9,987.4,3682606,3678854545,1043.3,796.45,101337,INE002A01018,10-07-15,2023-03-25T08:47:51.516Z,2023-03-25T08:47:51.516Z,0,,998.98,10-Jul-15,,997.3251171,973.6669468,23.65817035,22.6737137,964.2275,64.59179408,1093.411088,835.0439118,,,,,,
09-07-15,641eb52d5510ab0007edab0d,RELIANCE,EQ,N,1001,983.15,996,987.4,990,996.6,3713532,3688073859,1043.3,796.45,112899,INE002A01018,09-07-15,2023-03-25T08:47:41.444Z,2023-03-25T08:47:41.444Z,0,,993.14,09-Jul-15,,995.798176,974.68421,21.11396605,22.36176417,968.4,63.17281644,1094.745633,842.0543671,09-07-15,987.4,Sell,1025.05,-3.672991561,66.9444114
08-07-15,641eb523be69c00007c363f8,RELIANCE,EQ,N,1008.7,991.65,995.85,996.6,993.2,1003.25,3472328,3468431724,1043.3,796.45,96915,INE002A01018,08-07-15,2023-03-25T08:47:31.336Z,2023-03-25T08:47:31.336Z,0,,998.88,08-Jul-15,,995.9215336,976.3076018,19.61393173,21.81219768,973.1425,61.44251973,1096.027539,850.2574605,,,,,,
07-07-15,641eb519353f0e0007d25dff,RELIANCE,EQ,N,1016.6,1000,1011,1003.25,1004.15,1015.55,2581847,2601097563,1043.3,796.45,81763,INE002A01018,07-07-15,2023-03-25T08:47:21.231Z,2023-03-25T08:47:21.231Z,0,,1007.46,07-Jul-15,,997.0489899,978.303335,18.74565491,21.19888913,978.8125,58.51420177,1095.840904,861.7840965,,,,,,
06-07-15,641eb50f3dfde30007cc87c4,RELIANCE,EQ,N,1018.9,995.2,996.1,1015.55,1017.7,1007.2,2797340,2816565380,1043.3,796.45,63280,INE002A01018,06-07-15,2023-03-25T08:47:11.159Z,2023-03-25T08:47:11.159Z,0,,1006.87,06-Jul-15,,999.8952992,981.0623472,18.83295193,20.72570169,985.7325,53.85701165,1093.446523,878.0184767,,,,,,
03-07-15,641eb5053d38840007c644be,RELIANCE,EQ,N,1013.8,1003.05,1009.75,1007.2,1005.4,1010.85,3161556,3188307415,1043.3,796.45,87704,INE002A01018,03-07-15,2023-03-25T08:47:01.046Z,2023-03-25T08:47:01.046Z,0,,1008.46,03-Jul-15,,1001.019099,982.9984697,18.02062963,20.18468728,990.8025,50.6112778,1092.025056,889.5799444,,,,,,
